,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,0.5782264318744081,0.6148351627834645,0.3864178853667749,0.03179723502304147,0.3882908404112655,0.3146796431032399,0.12987012987013102,0.6923076923076934,0.056091148115687994,0.38161394176961605,0.43009118541489366,0.17419354838709666,0.4862385321100917,0.029449659488312168
1,0.0009541984732824427,0.6299426278234664,0.6570633805462014,0.3211901981055692,0.05842293906810036,0.4727101037950021,0.4892133008351891,0.20129870129870042,0.7307692307692335,0.031446099912357584,0.4796682530807532,0.565349544074468,0.32258064516129004,0.6880733944954125,0.01582919197496779
2,0.0019083969465648854,0.47944084405205245,0.6908807696979535,0.31187879236749644,0.08842805939580133,0.5480642114465724,0.6575831305378372,0.17532467532467422,0.8000000000000043,0.04574934268185802,0.594414893618497,0.565349544074468,0.3548387096774195,0.7431192660550456,0.07620099392600774
3,0.0028625954198473282,0.5848230349403585,0.770065542147715,0.43891210656620483,0.03932411674347158,0.5752596789074715,0.6434712084289274,0.2337662337662323,0.7769230769230795,0.024364592462751973,0.5523866181405177,0.6458966565319146,0.42580645161290276,0.7889908256880731,0.007362414872078042
4,0.003816793893129771,0.6586981448099407,0.7888824140175279,0.48160056223405695,0.019252432155657962,0.6455146364927558,0.7015409569619067,0.26623376623376416,0.8153846153846196,0.021384750219106047,0.5553961366186078,0.8024316109468086,0.5354838709677416,0.8440366972477062,0.01067550156451316
5,0.0057251908396946565,0.567620784925024,0.6028366379705151,0.3983130342184546,0.00890937019969278,0.6043437204572015,0.7065693430933706,0.22727272727272663,0.8307692307692349,0.06765994741454864,0.5931201007843017,0.6398176291808513,0.3548387096774195,0.7889908256880731,0.05466593042517946
6,0.006679389312977099,0.5234488120636719,0.5805418962128153,0.30153551437964987,0.3868919610855095,0.6551463644251285,0.7821573397693768,0.18181818181818343,0.8846153846153868,0.05258545135845749,0.6268197088466265,0.7416413373829789,0.4645161290322579,0.7431192660550456,0.038836738450211676
7,0.007633587786259542,0.5561951137269763,0.6614564331092949,0.25477175012918263,0.04946236559139785,0.6534466478244951,0.7648012976928626,0.27922077922077904,0.8307692307692349,0.06574934268185802,0.6119470884669527,0.7370820668723406,0.4645161290322579,0.7431192660550456,0.038836738450211676
8,0.009541984732824428,0.6550627039741983,0.5913597881494332,0.3746088612855489,0.05701484895033282,0.6447592068043377,0.7265206812121079,0.2597402597402585,0.8538461538461561,0.07663453111305872,0.5800671892491112,0.6550151975638299,0.32258064516129004,0.642201834862385,0.11724645683784282
9,0.01049618320610687,0.7630052292399654,0.7335299517225489,0.5718780993971211,0.15148489503328214,0.6651558073339032,0.7597729115613987,0.2727272727272734,0.8000000000000043,0.07169149868536372,0.5966545352751296,0.7158054711276596,0.39354838709677376,0.8440366972477062,0.022455365359838025
